Fdw;Tdw;Ta;Thwi;Pa;RH;Frl;Thwo
15,03476;20,6;20,7;58,8;466,4632;55;3,4;38,6
15,79839;20,2;20,8;56,1;483,8666;56;3,4;48,8
15,03165;20,2;21;56,4;473,1586;57;3,4;49
14,96477;20,2;21;56,4;473,1586;57;3,4;49
14,99432;20,3;21;56,8;466,3932;57;3,4;49,2
14,97721;20,4;21,3;57,3;466,4632;56;3,4;49,6
15,02854;20,4;21,2;57,6;466,3932;56;3,4;49,9
10,76244;20,2;21,3;56,9;467,2097;55;3,4;49,9
14,99277;20,3;21,1;56,7;485,593;54;3,4;49,8
15,10475;20,3;21;56,3;464,7835;54;3,4;49,6
15,05031;20,4;21,1;56;465,4601;53;3,4;49,5
15,08608;20,6;21,2;56,5;468,2829;53;3,4;49,3
15,05498;20,5;21,2;56,9;478,501;53;3,4;38,2
14,98032;20,4;21;56,6;467,3031;58;3,4;49,9
15,06275;20,5;21;56,3;474,745;59;3,4;49,7
15,00365;20,5;21,3;56,1;477,4978;59;3,4;49,6
14,95544;20,6;21,4;56;477,5445;59;3,4;38,8
15,05964;20,6;21,1;56,4;453,5156;60;3,4;36,2
14,81858;20,4;21;58,2;477,4978;61;3,4;51,2
14,85279;20,5;21,2;57,9;469,216;62;3,4;51,2
15,06431;20,6;21,1;57,6;465,4601;63;3,4;50,9
14,96633;20,6;21,2;57,4;460,5843;62;3,4;40,6
14,96633;20,6;21,1;57,1;467,4197;63;3,4;36,9
15,0752;20,4;20,8;58,6;464,5969;62;3,4;50,7
15,05964;20,4;20,7;58,9;463,7104;62;3,4;51
15,38158;20,4;20,5;58,8;466,7198;63;3,4;43
14,76725;20,4;20,5;58,8;478,361;63;3,4;42,7
14,86523;20,3;20,4;58,6;463,7337;63;3,4;37,4
12,36437;20,1;20,6;57,8;459,9544;65;3,4;45,1
11,88379;20;20,4;58,5;476,6813;65;3,4;37,1
12,93204;19,9;20,3;58,9;470,9657;65;3,4;36,7
15,06586;19,5;20;56,5;477,5445;60;3,4;48,8
15,0752;19,5;19,7;56,8;466,4166;60;3,4;49
15,17629;19,5;19,9;57,3;482,0936;60;3,4;49,2
14,99277;19,6;20,2;56,6;452,6291;58;3,4;49,6
14,98032;19,6;20,2;56,6;463,6871;59;3,4;49,6
15,00832;19,6;20,1;56,3;466,3932;60;3,4;49,3
15,05187;19,7;20,1;56;460,3277;59;3,4;49,1
15,12652;19,8;20,5;56,4;462,4973;58;3,4;40,3
14,98654;19,8;20,6;57,3;482,9568;60;3,4;50,2
14,95855;19,8;20,6;57,3;475,6782;59;3,4;50,2
14,94922;19,9;20,9;57,1;471,059;59;3,4;50,2
15,00365;20;21,2;56,7;464,5269;59;3,4;50
15,0752;20,2;20,7;56,3;471,0124;58;3,4;43,1
14,85746;20,3;21,5;59;469,1927;57;3,4;50,8
15,07986;20,4;21,5;59,3;471,9689;57;3,4;51,1
15,07209;20,5;21,2;59,1;477,5445;57;3,4;51,3
15,05187;20,5;21;58,8;462,7772;56;3,4;51,4
15,03165;20,6;21,3;58,4;453,6323;57;3,4;46,4
15,01921;20,6;21,4;58,2;464,5969;57;3,4;38,5
14,90878;20,5;21,1;57,1;468,3295;56;3,4;45,5
14,98188;20,6;21,3;57,6;481,1138;56;3,4;48,6
14,91967;20,6;21,2;57,6;473,8119;55;3,4;48,6
15,04253;20,6;21,3;58,3;473,7652;55;3,4;50,2
14,98032;20,7;20,7;58,7;470,1025;54;3,4;49,7
14,8559;18,6;18,6;56,3;475,5149;68;3,4;49,2
14,90723;18,5;20,1;56,4;469,1461;68;3,4;48,8
14,96477;18,5;20,1;56,7;466,1833;68;3,4;41
15,00054;18,5;20,1;56,7;461,8441;67;3,4;40,8
14,78281;18,5;19,9;57,3;479,3408;67;3,4;50,1
15,02854;18,5;19,9;57,3;471,9689;68;3,4;50,1
14,96166;18,5;19,5;57;483,8666;68;3,4;49,9
14,96477;18,6;19,1;56,4;476,4947;67;3,4;49,3
14,96322;18,6;18,8;56,2;482,047;66;3,4;43,4
15,05498;18,5;18,9;56;478,641;68;3,4;36,5
15,60243;18,5;18,7;58,5;480,134;67;3,4;50,8
15,09852;18,5;19;58,3;466,3699;66;3,4;50,8
14,94766;18,5;19;58,3;476,6346;67;3,4;50,8
15,04876;18,8;19,1;57,8;468,1662;67;3,4;50,8
15,10941;18,8;19,1;57,8;468,2596;67;3,4;50,8
15,05964;18,9;19,3;57,5;448,0334;68;3,4;47,9
16,57914;18,7;19,2;57,9;485,663;67;3,4;49,8
16,81709;18,8;19,4;58,3;472,902;67;3,4;50,1
15,02854;18,8;19,4;58,3;480,064;66;3,4;50,2
14,94611;18,9;19,4;59,1;482,0004;66;3,4;50,9
14,8559;18,9;19,3;59;464,5969;66;3,4;50,5
14,87923;18,9;19,3;59;475,7015;66;3,4;50,3
15,0472;19;19,2;58,9;464,7135;65;3,4;38,6
15,12185;19;19,4;56,3;481,1605;64;3,4;48,8
15,05498;19;19,3;56,8;471,0124;63;3,4;49
15,00832;19,1;19,2;57,3;470,9424;63;3,4;49,4
14,89945;19,1;19,3;57,7;465,1335;62;3,4;49,7
14,96944;19,1;19,2;58,1;471,9455;62;3,4;50
14,88079;19,1;19,8;56,3;464,5969;61;3,4;48,5
14,99588;19,2;19,8;56,6;468,2362;60;3,4;48,7
15,04409;19,2;19,4;56,9;468,2596;59;3,4;49
14,98032;19,2;19,7;57,4;470,1025;61;3,4;49,3
15,27582;19,2;19,4;57,8;463,6871;60;3,4;49,5
15,0021;19,4;19,7;56,2;470,0793;61;3,4;48,7
14,97877;19,5;20;56,5;481,1138;61;3,4;48,8
